Name,FieldTime,FID,Shape Area,LavaFlow
7/8/21/24,4-Jun-18,537,49195.80772,LavaFlow
7/8/21/24,4-Jun-18,538,2235.48478,LavaFlow
7/8/21/24,4-Jun-18,539,912.7092157,LavaFlow
7/8/21/24,4-Jun-18,540,43178.86795,LavaFlow
7/8/21/24,4-Jun-18,541,53405.01629,LavaFlow
7/8/21/24,4-Jun-18,542,89903.84742,LavaFlow
7/8/21/24,4-Jun-18,543,4582.02622,LavaFlow
7/8/21/24,4-Jun-18,544,15420.77522,LavaFlow
7/8/21/24,4-Jun-18,545,87517.35852,LavaFlow
7/8/21/24,4-Jun-18,546,35158.16551,LavaFlow
7/8/21/24,5-Jun-18,547,45218.60573,LavaFlow
7/8/21/24,5-Jun-18,548,251309.8909,LavaFlow
7/8/21/24,6-Jun-18,549,1701.701846,LavaFlow
7/8/21/24,6-Jun-18,550,679.5117373,LavaFlow
7/8/21/24,6-Jun-18,551,478.0204188,LavaFlow
7/8/21/24,6-Jun-18,552,1661.54285,LavaFlow
7/8/21/24,6-Jun-18,553,380.2198081,LavaFlow
7/8/21/24,6-Jun-18,554,151.4409765,LavaFlow
7/8/21/24,6-Jun-18,555,8698.910565,LavaFlow
7/8/21/24,6-Jun-18,556,93.47583102,LavaFlow
7/8/21/24,6-Jun-18,557,2252.031951,LavaFlow
7/8/21/24,6-Jun-18,558,766.3807449,LavaFlow
7/8/21/24,6-Jun-18,559,54.42046756,LavaFlow
7/8/21/24,6-Jun-18,560,3471.131739,LavaFlow
7/8/21/24,6-Jun-18,561,773.1890778,LavaFlow
7/8/21/24,6-Jun-18,562,328.1499675,LavaFlow
7/8/21/24,6-Jun-18,563,50.92873817,LavaFlow
7/8/21/24,6-Jun-18,564,299.4606967,LavaFlow
7/8/21/24,6-Jun-18,565,5194.009288,LavaFlow
7/8/21/24,6-Jun-18,566,639.0406906,LavaFlow
7/8/21/24,6-Jun-18,567,572.847472,LavaFlow
7/8/21/24,6-Jun-18,568,115422.7684,LavaFlow
7/8/21/24,6-Jun-18,569,245925.9244,LavaFlow
7/8/21/24,6-Jun-18,570,8296.8079,LavaFlow
7/8/21/24,6-Jun-18,571,1750.892806,LavaFlow
7/8/21/24,6-Jun-18,572,1833.359636,LavaFlow
7/8/21/24,6-Jun-18,573,319.7137927,LavaFlow
7/8/21/24,6-Jun-18,574,631.3357715,LavaFlow
7/8/21/24,6-Jun-18,575,2081.52958,LavaFlow
7/8/21/24,6-Jun-18,576,1466.295446,LavaFlow
7/8/21/24,6-Jun-18,577,1185.775974,LavaFlow
7/8/21/24,6-Jun-18,578,18946.00965,LavaFlow
7/8/21/24,6-Jun-18,579,2442.683321,LavaFlow
7/8/21/24,6-Jun-18,580,4398.843851,LavaFlow
7/8/21/24,6-Jun-18,581,800.0170818,LavaFlow
7/8/21/24,6-Jun-18,582,3219.151698,LavaFlow
7/8/21/24,7-Jun-18,583,1258.890102,LavaFlow
7/8/21/24,7-Jun-18,584,30963.02861,LavaFlow
7/8/21/24,7-Jun-18,585,21500.95558,LavaFlow
7/8/21/24,7-Jun-18,586,585.4944579,LavaFlow
7/8/21/24,7-Jun-18,587,7029.675778,LavaFlow
7/8/21/24,8-Jun-18,588,23256.76103,LavaFlow
7/8/21/24,8-Jun-18,589,5130.489919,LavaFlow
7/8/21/24,8-Jun-18,590,3573.856869,LavaFlow
7/8/21/24,8-Jun-18,591,8019.547775,LavaFlow
7/8/21/24,8-Jun-18,592,38725.73875,LavaFlow
7/8/21/24,8-Jun-18,593,868.4482157,LavaFlow
7/8/21/24,8-Jun-18,594,577.7030226,LavaFlow
7/8/21/24,8-Jun-18,595,902.411095,LavaFlow
7/8/21/24,8-Jun-18,596,442.844874,LavaFlow
7/8/21/24,8-Jun-18,597,1894.913184,LavaFlow
7/8/21/24,8-Jun-18,598,8767.64953,LavaFlow
7/8/21/24,8-Jun-18,599,13925.50831,LavaFlow
7/8/21/24,8-Jun-18,600,13471.85485,LavaFlow
7/8/21/24,8-Jun-18,601,2.948970472,LavaFlow
7/8/21/24,8-Jun-18,602,66404.17706,LavaFlow
19/20/22,9-Jun-18,603,10540.70689,LavaFlow
19/20/22,9-Jun-18,604,5846.851618,LavaFlow
7/8/21/24,9-Jun-18,605,911.8664725,LavaFlow
7/8/21/24,9-Jun-18,606,1302.102011,LavaFlow
7/8/21/24,9-Jun-18,607,769.1707802,LavaFlow
19/20/22,9-Jun-18,608,2237.910115,LavaFlow
7/8/21/24,9-Jun-18,609,205.7277116,LavaFlow
7/8/21/24,9-Jun-18,610,1380.544054,LavaFlow
7/8/21/24,9-Jun-18,611,1254.662707,LavaFlow
7/8/21/24,9-Jun-18,612,102.6364158,LavaFlow
7/8/21/24,9-Jun-18,613,119.2079303,LavaFlow
7/8/21/24,9-Jun-18,614,112.6925413,LavaFlow
7/8/21/24,9-Jun-18,615,53.81485409,LavaFlow
7/8/21/24,9-Jun-18,616,203.9762865,LavaFlow
7/8/21/24,9-Jun-18,617,399.699022,LavaFlow
7/8/21/24,9-Jun-18,618,937.2665263,LavaFlow
17,9-Jun-18,619,328.2685551,LavaFlow
17,9-Jun-18,620,354.7663089,LavaFlow
17,9-Jun-18,621,1554.382716,LavaFlow
17,9-Jun-18,622,440.283383,LavaFlow
17,9-Jun-18,623,1759.485941,LavaFlow
7/8/21/24,9-Jun-18,624,231.7723044,LavaFlow
7/8/21/24,9-Jun-18,625,132.4545285,LavaFlow
7/8/21/24,9-Jun-18,626,308.5979565,LavaFlow
7/8/21/24,9-Jun-18,627,190.3001973,LavaFlow
7/8/21/24,9-Jun-18,628,481.8029983,LavaFlow
7/8/21/24,9-Jun-18,629,783.0459494,LavaFlow
7/8/21/24,9-Jun-18,630,1114.569722,LavaFlow
7/8/21/24,9-Jun-18,631,4374.97915,LavaFlow
7/8/21/24,9-Jun-18,632,438.6846137,LavaFlow
7/8/21/24,9-Jun-18,633,287.7035911,LavaFlow
7/8/21/24,9-Jun-18,634,386.0852316,LavaFlow
7/8/21/24,9-Jun-18,635,239.8754982,LavaFlow
7/8/21/24,9-Jun-18,636,435.0359183,LavaFlow
7/8/21/24,9-Jun-18,637,1335.858332,LavaFlow
7/8/21/24,9-Jun-18,638,920.6520451,LavaFlow
7/8/21/24,9-Jun-18,639,1301.026326,LavaFlow
7/8/21/24,9-Jun-18,640,1564.137138,LavaFlow
7/8/21/24,9-Jun-18,641,573.9586587,LavaFlow
7/8/21/24,9-Jun-18,642,2338.435312,LavaFlow
7/8/21/24,9-Jun-18,643,372.507007,LavaFlow
7/8/21/24,9-Jun-18,644,195.4521538,LavaFlow
7/8/21/24,9-Jun-18,645,3150.546981,LavaFlow
7/8/21/24,9-Jun-18,646,6456.645243,LavaFlow
7/8/21/24,9-Jun-18,647,502.3355656,LavaFlow
7/8/21/24,9-Jun-18,648,1468.563036,LavaFlow
7/8/21/24,9-Jun-18,649,3029.383726,LavaFlow
7/8/21/24,9-Jun-18,650,636.4389764,LavaFlow
7/8/21/24,9-Jun-18,651,375.9062656,LavaFlow
7/8/21/24,9-Jun-18,652,433.567465,LavaFlow
7/8/21/24,9-Jun-18,653,1295.666642,LavaFlow
7/8/21/24,9-Jun-18,654,5295.592716,LavaFlow
7/8/21/24,9-Jun-18,655,491.9965698,LavaFlow
7/8/21/24,9-Jun-18,656,1424.85728,LavaFlow
7/8/21/24,9-Jun-18,657,260.5760221,LavaFlow
7/8/21/24,9-Jun-18,658,167.0253472,LavaFlow
7/8/21/24,9-Jun-18,659,4336.409981,LavaFlow
7/8/21/24,9-Jun-18,660,11555.17779,LavaFlow
7/8/21/24,9-Jun-18,661,18006.03123,LavaFlow
7/8/21/24,9-Jun-18,662,3275.163164,LavaFlow
7/8/21/24,9-Jun-18,663,218.9130617,LavaFlow
7/8/21/24,9-Jun-18,664,1861.36111,LavaFlow
7/8/21/24,9-Jun-18,665,1664.810152,LavaFlow
7/8/21/24,9-Jun-18,666,2434.761465,LavaFlow
7/8/21/24,9-Jun-18,667,529.069104,LavaFlow
7/8/21/24,9-Jun-18,668,4735.924978,LavaFlow
7/8/21/24,9-Jun-18,669,7932.483452,LavaFlow
7/8/21/24,9-Jun-18,670,684.8948776,LavaFlow
7/8/21/24,9-Jun-18,671,6367.457286,LavaFlow
7/8/21/24,9-Jun-18,672,793.4251792,LavaFlow
7/8/21/24,9-Jun-18,673,210.7007975,LavaFlow
7/8/21/24,9-Jun-18,674,114.9379507,LavaFlow
7/8/21/24,9-Jun-18,675,608.3280694,LavaFlow
7/8/21/24,9-Jun-18,676,4614.58305,LavaFlow
7/8/21/24,9-Jun-18,677,8786.314367,LavaFlow
7/8/21/24,9-Jun-18,678,2262.465971,LavaFlow
7/8/21/24,9-Jun-18,679,2344.662985,LavaFlow
7/8/21/24,9-Jun-18,680,1586.348556,LavaFlow
7/8/21/24,9-Jun-18,681,4360.373123,LavaFlow
7/8/21/24,9-Jun-18,682,94.34223293,LavaFlow
7/8/21/24,9-Jun-18,683,449.9577482,LavaFlow
7/8/21/24,9-Jun-18,684,81.91269167,LavaFlow
7/8/21/24,9-Jun-18,685,151.0877919,LavaFlow
7/8/21/24,9-Jun-18,686,357.6586115,LavaFlow
7/8/21/24,9-Jun-18,687,602.6173655,LavaFlow
7/8/21/24,9-Jun-18,688,111.3038876,LavaFlow
7/8/21/24,9-Jun-18,689,16977.23258,LavaFlow
7/8/21/24,9-Jun-18,690,358.3794863,LavaFlow
7/8/21/24,9-Jun-18,691,175.3072586,LavaFlow
7/8/21/24,9-Jun-18,692,84.0324508,LavaFlow
7/8/21/24,9-Jun-18,693,88.37825985,LavaFlow
7/8/21/24,9-Jun-18,694,222.8271014,LavaFlow
7/8/21/24,9-Jun-18,695,134.2126439,LavaFlow
7/8/21/24,9-Jun-18,696,256.4830415,LavaFlow
7/8/21/24,9-Jun-18,697,696.1566233,LavaFlow
7/8/21/24,9-Jun-18,698,1540.574923,LavaFlow
7/8/21/24,9-Jun-18,699,399.3430155,LavaFlow
7/8/21/24,9-Jun-18,700,395.6851661,LavaFlow
7/8/21/24,9-Jun-18,701,850.7449353,LavaFlow
7/8/21/24,9-Jun-18,702,448.323941,LavaFlow
7/8/21/24,9-Jun-18,703,4255.273203,LavaFlow
7/8/21/24,9-Jun-18,704,418.1486452,LavaFlow
7/8/21/24,9-Jun-18,705,2517.183697,LavaFlow
7/8/21/24,9-Jun-18,706,894.0742739,LavaFlow
7/8/21/24,9-Jun-18,707,260.8124485,LavaFlow
7/8/21/24,9-Jun-18,708,507.7917897,LavaFlow
7/8/21/24,9-Jun-18,709,202.6526472,LavaFlow
7/8/21/24,9-Jun-18,710,3286.044954,LavaFlow
7/8/21/24,9-Jun-18,711,1144.964275,LavaFlow
7/8/21/24,9-Jun-18,712,6295.261188,LavaFlow
7/8/21/24,9-Jun-18,713,87.87394829,LavaFlow
7/8/21/24,9-Jun-18,714,1518.768674,LavaFlow
7/8/21/24,9-Jun-18,715,277.0740398,LavaFlow
7/8/21/24,9-Jun-18,716,468.3465208,LavaFlow
7/8/21/24,9-Jun-18,717,1390.46031,LavaFlow
7/8/21/24,9-Jun-18,718,5029.5604,LavaFlow
7/8/21/24,9-Jun-18,719,700.6225459,LavaFlow
7/8/21/24,9-Jun-18,720,289.138666,LavaFlow
7/8/21/24,9-Jun-18,721,839.8325719,LavaFlow
7/8/21/24,9-Jun-18,722,176.9037207,LavaFlow
7/8/21/24,9-Jun-18,723,148.625196,LavaFlow
7/8/21/24,9-Jun-18,724,283.3519605,LavaFlow
7/8/21/24,9-Jun-18,725,74.38290002,LavaFlow
7/8/21/24,9-Jun-18,726,461.2191112,LavaFlow
7/8/21/24,9-Jun-18,727,2755.675225,LavaFlow
7/8/21/24,9-Jun-18,728,181.9024474,LavaFlow
7/8/21/24,9-Jun-18,729,1310.236891,LavaFlow
7/8/21/24,9-Jun-18,730,416.8683346,LavaFlow
7/8/21/24,9-Jun-18,731,1013.616111,LavaFlow
7/8/21/24,9-Jun-18,732,743.2059775,LavaFlow
7/8/21/24,9-Jun-18,733,154.4623517,LavaFlow
7/8/21/24,9-Jun-18,734,993.3515465,LavaFlow
7/8/21/24,9-Jun-18,735,262.1474145,LavaFlow
7/8/21/24,9-Jun-18,736,544.8948589,LavaFlow
7/8/21/24,9-Jun-18,737,302.362635,LavaFlow
7/8/21/24,9-Jun-18,738,705.6744285,LavaFlow
7/8/21/24,9-Jun-18,739,643.5068105,LavaFlow
7/8/21/24,9-Jun-18,740,480.8595893,LavaFlow
7/8/21/24,9-Jun-18,741,1052.108225,LavaFlow
7/8/21/24,9-Jun-18,742,496.8611619,LavaFlow
7/8/21/24,9-Jun-18,743,632.5951062,LavaFlow
7/8/21/24,9-Jun-18,744,6570.304671,LavaFlow
7/8/21/24,9-Jun-18,745,333.8852411,LavaFlow
7/8/21/24,9-Jun-18,746,149.8305191,LavaFlow
7/8/21/24,9-Jun-18,747,1857.79389,LavaFlow
7/8/21/24,9-Jun-18,748,24249.1665,LavaFlow
7/8/21/24,9-Jun-18,749,4142.458242,LavaFlow
7/8/21/24,9-Jun-18,750,1357.061999,LavaFlow
7/8/21/24,9-Jun-18,751,2480.521394,LavaFlow
7/8/21/24,9-Jun-18,752,1183.221066,LavaFlow
7/8/21/24,9-Jun-18,753,3403.089727,LavaFlow
7/8/21/24,9-Jun-18,754,2719.163392,LavaFlow
7/8/21/24,9-Jun-18,755,1251.378917,LavaFlow
7/8/21/24,9-Jun-18,756,141.8171566,LavaFlow
7/8/21/24,9-Jun-18,757,182.6944936,LavaFlow
7/8/21/24,9-Jun-18,758,509.0606525,LavaFlow
7/8/21/24,9-Jun-18,759,1413.332472,LavaFlow
7/8/21/24,9-Jun-18,760,831.910569,LavaFlow
7/8/21/24,9-Jun-18,761,663.1700027,LavaFlow
7/8/21/24,9-Jun-18,762,454.6499066,LavaFlow
7/8/21/24,9-Jun-18,763,545.2395789,LavaFlow
7/8/21/24,9-Jun-18,764,1826.350364,LavaFlow
7/8/21/24,9-Jun-18,765,1208.183602,LavaFlow
7/8/21/24,9-Jun-18,766,119.9163372,LavaFlow
7/8/21/24,9-Jun-18,767,1048.203147,LavaFlow
7/8/21/24,9-Jun-18,768,46024.95953,LavaFlow
5/6/13/15,22-May-18,769,4804.300721,LavaFlow
5/6/13/15,22-May-18,770,24.77748483,LavaFlow
5/6/13/15,22-May-18,771,279.4865268,LavaFlow
5/6/13/15,22-May-18,772,1224.358499,LavaFlow
7/8/21/24,12-Jun-18,773,1627.590699,LavaFlow
7/8/21/24,12-Jun-18,774,2298.033142,LavaFlow
7/8/21/24,12-Jun-18,775,2762.411668,LavaFlow
7/8/21/24,12-Jun-18,776,3913.445534,LavaFlow
7/8/21/24,12-Jun-18,777,20142.51393,LavaFlow
7/8/21/24,12-Jun-18,778,3874.57621,LavaFlow
7/8/21/24,12-Jun-18,779,1220.279411,LavaFlow
7/8/21/24,12-Jun-18,780,19334.10047,LavaFlow
7/8/21/24,12-Jun-18,781,652.8937276,LavaFlow
7/8/21/24,12-Jun-18,782,870.2975954,LavaFlow
7/8/21/24,12-Jun-18,783,4406.155059,LavaFlow
7/8/21/24,12-Jun-18,784,44773.37397,LavaFlow
7/8/21/24,12-Jun-18,785,2117.116467,LavaFlow
7/8/21/24,12-Jun-18,786,46868.0673,LavaFlow
7/8/21/24,12-Jun-18,787,723.9237391,LavaFlow
7/8/21/24,12-Jun-18,788,436.7752984,LavaFlow
7/8/21/24,12-Jun-18,789,469.2249381,LavaFlow
7/8/21/24,12-Jun-18,790,344.6499026,LavaFlow
7/8/21/24,12-Jun-18,791,603.5992269,LavaFlow
7/8/21/24,12-Jun-18,792,15180.64255,LavaFlow
7/8/21/24,12-Jun-18,793,20372.79294,LavaFlow
7/8/21/24,12-Jun-18,794,2036.154932,LavaFlow
7/8/21/24,12-Jun-18,795,761.9092965,LavaFlow
7/8/21/24,12-Jun-18,796,630.0563854,LavaFlow
7/8/21/24,12-Jun-18,797,2082.596037,LavaFlow
7/8/21/24,12-Jun-18,798,499.1412545,LavaFlow
7/8/21/24,13-Jun-18,799,1052.379083,LavaFlow
7/8/21/24,13-Jun-18,800,33482.73684,LavaFlow
7/8/21/24,13-Jun-18,801,732.8358183,LavaFlow
7/8/21/24,13-Jun-18,802,957.5760173,LavaFlow
7/8/21/24,13-Jun-18,803,3635.767772,LavaFlow
7/8/21/24,13-Jun-18,804,5907.753429,LavaFlow
7/8/21/24,13-Jun-18,805,65771.83283,LavaFlow
7/8/21/24,13-Jun-18,806,1286.944388,LavaFlow
7/8/21/24,13-Jun-18,807,228.7616824,LavaFlow
7/8/21/24,13-Jun-18,808,365.3976877,LavaFlow
7/8/21/24,13-Jun-18,809,1983.195005,LavaFlow
7/8/21/24,13-Jun-18,810,2991.299547,LavaFlow
7/8/21/24,13-Jun-18,811,881.6451043,LavaFlow
7/8/21/24,13-Jun-18,812,503.0407609,LavaFlow
7/8/21/24,13-Jun-18,813,133.1017383,LavaFlow
7/8/21/24,16-Jun-18,814,2679.329516,LavaFlow
7/8/21/24,16-Jun-18,815,16178.55358,LavaFlow
7/8/21/24,16-Jun-18,816,646.2481708,LavaFlow
7/8/21/24,16-Jun-18,817,818.72058,LavaFlow
7/8/21/24,16-Jun-18,818,4593.865739,LavaFlow
7/8/21/24,16-Jun-18,819,1895.284579,LavaFlow
7/8/21/24,16-Jun-18,820,36436.97486,LavaFlow
7/8/21/24,16-Jun-18,821,336285.9788,LavaFlow
7/8/21/24,16-Jun-18,822,4794.746311,LavaFlow
7/8/21/24,16-Jun-18,823,59974.98034,LavaFlow
19/20/22,16-Jun-18,824,15803.55565,LavaFlow
19/20/22,16-Jun-18,825,4250.708876,LavaFlow
7/8/21/24,17-Jun-18,826,7239.939273,LavaFlow
7/8/21/24,17-Jun-18,827,2043.879711,LavaFlow
7/8/21/24,17-Jun-18,828,518.3314324,LavaFlow
7/8/21/24,17-Jun-18,829,519.4995969,LavaFlow
7/8/21/24,17-Jun-18,830,945.6164922,LavaFlow
7/8/21/24,17-Jun-18,831,12680.27807,LavaFlow
7/8/21/24,17-Jun-18,832,33275.70556,LavaFlow
7/8/21/24,17-Jun-18,833,14810.88541,LavaFlow
7/8/21/24,17-Jun-18,834,326.0728009,LavaFlow
7/8/21/24,17-Jun-18,835,266.2718901,LavaFlow
7/8/21/24,18-Jun-18,836,8200.117039,LavaFlow
7/8/21/24,18-Jun-18,837,133181.8759,LavaFlow
19/20/22,18-Jun-18,838,13669.90169,LavaFlow
7/8/21/24,20-Jun-18,839,10108.02989,LavaFlow
7/8/21/24,20-Jun-18,840,64620.00992,LavaFlow
7/8/21/24,20-Jun-18,841,2033.017145,LavaFlow
7/8/21/24,20-Jun-18,842,18091.52753,LavaFlow
7/8/21/24,20-Jun-18,843,1720.101227,LavaFlow
7/8/21/24,20-Jun-18,844,862.5859335,LavaFlow
7/8/21/24,24-Jun-18,845,359.7233957,LavaFlow
7/8/21/24,24-Jun-18,846,1595.278773,LavaFlow
7/8/21/24,24-Jun-18,847,3420.287662,LavaFlow
7/8/21/24,24-Jun-18,848,13960.95151,LavaFlow
7/8/21/24,24-Jun-18,849,8833.45009,LavaFlow
7/8/21/24,24-Jun-18,850,11969.92401,LavaFlow
7/8/21/24,24-Jun-18,851,39505.00463,LavaFlow
7/8/21/24,24-Jun-18,852,9197.53023,LavaFlow
7/8/21/24,24-Jun-18,853,13740.6949,LavaFlow
7/8/21/24,24-Jun-18,854,4516.697859,LavaFlow
7/8/21/24,24-Jun-18,855,3357.988037,LavaFlow
7/8/21/24,24-Jun-18,856,173.3524003,LavaFlow
7/8/21/24,24-Jun-18,857,45798.78356,LavaFlow
7/8/21/24,24-Jun-18,858,20477.11394,LavaFlow
7/8/21/24,25-Jun-18,859,245283.8617,LavaFlow
7/8/21/24,25-Jun-18,860,13.6186973,LavaFlow
7/8/21/24,25-Jun-18,861,208326.8568,LavaFlow
7/8/21/24,26-Jun-18,862,20431.6801,LavaFlow
7/8/21/24,26-Jun-18,863,2103.060242,LavaFlow
7/8/21/24,26-Jun-18,864,3462.842117,LavaFlow
7/8/21/24,26-Jun-18,865,3460.448848,LavaFlow
7/8/21/24,26-Jun-18,866,10346.44125,LavaFlow
7/8/21/24,26-Jun-18,867,1321.852015,LavaFlow
7/8/21/24,26-Jun-18,868,3781.48108,LavaFlow
7/8/21/24,26-Jun-18,869,8945.566867,LavaFlow
7/8/21/24,26-Jun-18,870,516.7024391,LavaFlow
7/8/21/24,26-Jun-18,871,71379.48584,LavaFlow
7/8/21/24,26-Jun-18,872,2963.378963,LavaFlow
7/8/21/24,26-Jun-18,873,28082.03671,LavaFlow
7/8/21/24,26-Jun-18,874,880.8337306,LavaFlow
7/8/21/24,26-Jun-18,875,168.3423274,LavaFlow
7/8/21/24,26-Jun-18,876,373.5145669,LavaFlow
7/8/21/24,26-Jun-18,877,2609.003898,LavaFlow
7/8/21/24,26-Jun-18,878,17572.31816,LavaFlow
7/8/21/24,26-Jun-18,879,42766.41598,LavaFlow
7/8/21/24,28-Jun-18,880,27305.25686,LavaFlow
7/8/21/24,28-Jun-18,881,2731.868155,LavaFlow
7/8/21/24,28-Jun-18,882,66753.83264,LavaFlow
7/8/21/24,28-Jun-18,883,183566.0067,LavaFlow
7/8/21/24,28-Jun-18,884,30987.26639,LavaFlow
7/8/21/24,30-Jun-18,885,41516.01596,LavaFlow
7/8/21/24,30-Jun-18,886,51093.38738,LavaFlow
7/8/21/24,30-Jun-18,887,82414.31609,LavaFlow
7/8/21/24,30-Jun-18,888,99951.34893,LavaFlow
7/8/21/24,30-Jun-18,889,4033.302607,LavaFlow
7/8/21/24,30-Jun-18,890,40900.3205,LavaFlow
7/8/21/24,30-Jun-18,891,15474.73249,LavaFlow
7/8/21/24,2-Jul-18,892,24242.47316,LavaFlow
7/8/21/24,2-Jul-18,893,16836.98531,LavaFlow
7/8/21/24,2-Jul-18,894,1462.1606,LavaFlow
7/8/21/24,2-Jul-18,895,389.5963549,LavaFlow
7/8/21/24,2-Jul-18,896,426.0143998,LavaFlow
7/8/21/24,2-Jul-18,897,602.1195715,LavaFlow
7/8/21/24,2-Jul-18,898,999.6732585,LavaFlow
7/8/21/24,2-Jul-18,899,690.1848098,LavaFlow
19/20/22,2-Jul-18,900,29616.23639,LavaFlow
7/8/21/24,2-Jul-18,901,1996.910457,LavaFlow
7/8/21/24,2-Jul-18,902,749.0721629,LavaFlow
7/8/21/24,2-Jul-18,903,291.1486353,LavaFlow
7/8/21/24,2-Jul-18,904,475.6445485,LavaFlow
7/8/21/24,2-Jul-18,905,1784.380103,LavaFlow
7/8/21/24,2-Jul-18,906,179.9450707,LavaFlow
7/8/21/24,2-Jul-18,907,140.0205313,LavaFlow
7/8/21/24,2-Jul-18,908,163.1351999,LavaFlow
7/8/21/24,2-Jul-18,909,459.3594752,LavaFlow
7/8/21/24,2-Jul-18,910,309.9398269,LavaFlow
7/8/21/24,2-Jul-18,911,446.4987376,LavaFlow
7/8/21/24,2-Jul-18,912,482.6128693,LavaFlow
7/8/21/24,2-Jul-18,913,207.6859535,LavaFlow
7/8/21/24,2-Jul-18,914,175.2538379,LavaFlow
7/8/21/24,2-Jul-18,915,899.621483,LavaFlow
7/8/21/24,2-Jul-18,916,184.0988073,LavaFlow
7/8/21/24,2-Jul-18,917,215.3559797,LavaFlow
7/8/21/24,2-Jul-18,918,153.2777072,LavaFlow
7/8/21/24,2-Jul-18,919,845.4203869,LavaFlow
7/8/21/24,2-Jul-18,920,447.3212066,LavaFlow
7/8/21/24,2-Jul-18,921,205.9535359,LavaFlow
7/8/21/24,2-Jul-18,922,5642.74196,LavaFlow
7/8/21/24,2-Jul-18,923,1626.705696,LavaFlow
7/8/21/24,2-Jul-18,924,14214.30505,LavaFlow
7/8/21/24,2-Jul-18,925,4788.112573,LavaFlow
7/8/21/24,2-Jul-18,926,3277.410073,LavaFlow
7/8/21/24,2-Jul-18,927,2278.231617,LavaFlow
7/8/21/24,2-Jul-18,928,666.3174644,LavaFlow
7/8/21/24,2-Jul-18,929,3157.028601,LavaFlow
7/8/21/24,2-Jul-18,930,5996.649629,LavaFlow
7/8/21/24,2-Jul-18,931,16473.55546,LavaFlow
7/8/21/24,2-Jul-18,932,20009.045,LavaFlow
7/8/21/24,2-Jul-18,933,6808.786434,LavaFlow
7/8/21/24,2-Jul-18,934,242.1459398,LavaFlow
7/8/21/24,2-Jul-18,935,76182.89528,LavaFlow
7/8/21/24,2-Jul-18,936,422.4018305,LavaFlow
7/8/21/24,2-Jul-18,937,8524.348086,LavaFlow
7/8/21/24,2-Jul-18,938,549.1908738,LavaFlow
7/8/21/24,2-Jul-18,939,99.60291599,LavaFlow
7/8/21/24,2-Jul-18,940,159.9100549,LavaFlow
7/8/21/24,2-Jul-18,941,143.3720415,LavaFlow
7/8/21/24,2-Jul-18,942,152.0603444,LavaFlow
7/8/21/24,2-Jul-18,943,212.6109741,LavaFlow
7/8/21/24,2-Jul-18,944,294.7780332,LavaFlow
7/8/21/24,2-Jul-18,945,712.8006295,LavaFlow
7/8/21/24,2-Jul-18,946,3331.834752,LavaFlow
7/8/21/24,2-Jul-18,947,424.292387,LavaFlow
7/8/21/24,2-Jul-18,948,1326.871236,LavaFlow
7/8/21/24,2-Jul-18,949,200.2592044,LavaFlow
7/8/21/24,2-Jul-18,950,535.8954999,LavaFlow
7/8/21/24,2-Jul-18,951,1228.625083,LavaFlow
19/20/22,2-Jul-18,952,1250.493625,LavaFlow
7/8/21/24,2-Jul-18,953,3564.703646,LavaFlow
7/8/21/24,2-Jul-18,954,201.8118223,LavaFlow
7/8/21/24,2-Jul-18,955,203.6705831,LavaFlow
7/8/21/24,2-Jul-18,956,2760.238979,LavaFlow
7/8/21/24,2-Jul-18,957,1495.532599,LavaFlow
7/8/21/24,4-Jul-18,958,60.16162512,LavaFlow
7/8/21/24,4-Jul-18,959,66.0886079,LavaFlow
7/8/21/24,4-Jul-18,960,28720.12205,LavaFlow
7/8/21/24,4-Jul-18,961,172653.7593,LavaFlow
7/8/21/24,4-Jul-18,962,1486.030164,LavaFlow
7/8/21/24,4-Jul-18,963,2977.722683,LavaFlow
7/8/21/24,4-Jul-18,964,730.9274156,LavaFlow
7/8/21/24,4-Jul-18,965,432.8604244,LavaFlow
7/8/21/24,4-Jul-18,966,1281.172396,LavaFlow
7/8/21/24,4-Jul-18,967,1705.109506,LavaFlow
7/8/21/24,4-Jul-18,968,305.1714397,LavaFlow
7/8/21/24,4-Jul-18,969,126.2946122,LavaFlow
7/8/21/24,4-Jul-18,970,760.4636673,LavaFlow
7/8/21/24,4-Jul-18,971,66.43694884,LavaFlow
7/8/21/24,4-Jul-18,972,27.13555122,LavaFlow
7/8/21/24,4-Jul-18,973,23.13401202,LavaFlow
7/8/21/24,4-Jul-18,974,107.5027404,LavaFlow
7/8/21/24,4-Jul-18,975,64.19501171,LavaFlow
7/8/21/24,4-Jul-18,976,23252.09,LavaFlow
7/8/21/24,4-Jul-18,977,258.7183322,LavaFlow
7/8/21/24,4-Jul-18,978,178.8256311,LavaFlow
7/8/21/24,4-Jul-18,979,406.770874,LavaFlow
7/8/21/24,4-Jul-18,980,15598.9382,LavaFlow
7/8/21/24,4-Jul-18,981,1328.593502,LavaFlow
7/8/21/24,4-Jul-18,982,274.0550851,LavaFlow
7/8/21/24,4-Jul-18,983,597.8753499,LavaFlow
7/8/21/24,4-Jul-18,984,210.7202286,LavaFlow
7/8/21/24,4-Jul-18,985,145.542622,LavaFlow
7/8/21/24,4-Jul-18,986,180.9456988,LavaFlow
7/8/21/24,4-Jul-18,987,95.64995927,LavaFlow
7/8/21/24,4-Jul-18,988,83.11727106,LavaFlow
7/8/21/24,4-Jul-18,989,32.84502712,LavaFlow
