OBJECTID,tmk,tmk_txt,cty_tmk,majorowner,bigstowner,taxacres,landvalue,landexempt,bldgvalue,bldgexempt,pittcode,homeowner,gisacres,nhoodcode,qpub_link,ORIG_FID,x,y,lost,property_class
9062,314073019,314073019,14073019,other,other,5.035,170700,0,0,0,500,N,5.02824093,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730190000,123054,-154.8226012,19.50542371,N,AGRICULTURAL
9063,314067019,314067019,14067019,other,other,0.1837,45300,0,0,0,100,N,0.18247672,1423A-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140670190000,123055,-154.8193754,19.49253939,N,RESIDENTIAL
9064,314067020,314067020,14067020,other,other,0.1837,90500,0,108400,0,100,N,0.18525806,1423A-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140670200000,123056,-154.8193212,19.49271027,Y,RESIDENTIAL
9065,314070022,314070022,14070022,other,other,0.1837,65500,0,0,0,100,N,0.18879394,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700220000,123057,-154.8202632,19.49282676,N,RESIDENTIAL
9066,314070023,314070023,14070023,other,other,0.1837,65500,0,0,0,100,N,0.18490001,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700230000,123058,-154.820082,19.4927727,N,RESIDENTIAL
9067,314070038,314070038,14070038,other,other,0.1837,65500,0,63800,0,100,N,0.18555707,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700380000,123059,-154.8213995,19.49203325,Y,HOMEOWNER
9068,314070039,314070039,14070039,other,other,0.1837,65500,0,108900,0,100,N,0.18792004,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700390000,123060,-154.8213089,19.49218868,Y,RESIDENTIAL
9069,314070040,314070040,14070040,other,other,0.2065,65000,0,167400,146500,100,Y,0.20873948,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700400000,123061,-154.8212005,19.49234983,Y,HOMEOWNER
9070,314070041,314070041,14070041,other,other,0.2575,76400,0,391300,120000,100,Y,0.26230046,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700410000,123062,-154.8219127,19.49211234,Y,HOMEOWNER
9071,314070042,314070042,14070042,other,other,0.1865,66300,0,104100,0,100,N,0.19058893,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700420000,123063,-154.8217951,19.4922977,Y,RESIDENTIAL
9072,314070043,314070043,14070043,other,other,0.1865,66300,0,293200,0,100,N,0.18722679,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700430000,123064,-154.8217037,19.49245496,Y,RESIDENTIAL
9073,314070044,314070044,14070044,other,other,0.1865,62300,14900,159400,159400,100,Y,0.18750435,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700440000,123065,-154.8216129,19.49261098,Y,HOMEOWNER
9074,314070045,314070045,14070045,other,other,0.1865,66300,0,0,0,100,N,0.18763818,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700450000,123066,-154.8215225,19.4927675,N,RESIDENTIAL
9075,314070046,314070046,14070046,other,other,0.747,115600,0,190600,141200,100,Y,0.74932671,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700460000,123067,-154.8213218,19.49316961,Y,HOMEOWNER
9076,314070050,314070050,14070050,other,other,0.5829,57500,29600,102400,102400,100,Y,0.58853861,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700500000,123068,-154.8211101,19.49377304,Y,HOMEOWNER
9077,314070053,314070053,14070053,other,other,1.288,67100,0,150000,0,999,N,1.34867928,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700530000,123069,-154.8211773,19.49453137,Y,''
9078,314071006,314071006,14071006,other,other,5,170000,0,314700,0,500,N,4.99498283,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140710060000,123070,-154.8240978,19.49369742,Y,HOMEOWNER
9079,314002081,314002081,14002081,Kapoho Land & Dev.,other,4.337,12300,0,0,0,600,N,4.29526331,1459-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140020810000,123071,-154.8339914,19.50744717,N,CONSERVATION
9080,314010061,314010061,14010061,other,other,8.037,100,100,0,0,100,N,8.2616517,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140100610000,123072,-154.8193664,19.50147984,N,RESIDENTIAL
9081,314072004,314072004,14072004,other,other,5,170000,0,169400,107900,500,Y,4.99048892,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720040000,123073,-154.8274737,19.49702984,Y,AGRICULTURAL
9082,314072005,314072005,14072005,other,other,4.996,169900,0,0,0,500,N,5.01346155,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720050000,123074,-154.827442,19.49592527,N,AGRICULTURAL
9083,314072006,314072006,14072006,other,other,4.996,169900,0,0,0,500,N,4.98804416,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720060000,123075,-154.8274038,19.49470657,N,AGRICULTURAL
9084,314072007,314072007,14072007,other,other,5,170000,0,281700,160000,500,Y,4.99021797,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720070000,123076,-154.8273727,19.49360883,Y,AGRICULTURAL
9085,314072008,314072008,14072008,other,other,4.996,160900,0,230000,178200,500,Y,5.01269809,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720080000,123077,-154.8273414,19.49251149,Y,HOMEOWNER
9086,314072009,314072009,14072009,other,other,4.996,169900,0,3400,0,500,N,4.97151367,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720090000,123078,-154.8289142,19.49246989,Y,HOMEOWNER
9087,314072010,314072010,14072010,other,other,5,159800,0,211700,114300,500,Y,4.98899279,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720100000,123079,-154.8289504,19.49356847,Y,HOMEOWNER
9088,314072011,314072011,14072011,other,other,4.996,169900,0,369200,0,500,N,5.04957662,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720110000,123080,-154.828982,19.49466726,Y,HOMEOWNER
9089,314072012,314072012,14072012,other,other,4.996,86900,0,0,0,500,N,5.06776753,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720120000,123081,-154.8290202,19.49588001,N,AGRICULTURAL
9090,314072013,314072013,14072013,other,other,5,107600,0,180400,157600,500,Y,5.05079717,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720130000,123082,-154.8290523,19.49698348,Y,HOMEOWNER
9091,314072014,314072014,14072014,other,other,4.996,169900,169900,344900,344900,500,N,5.06319802,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720140000,123083,-154.8290837,19.49808711,Y,AGRICULTURAL
9092,314072015,314072015,14072015,other,other,4.996,169900,0,0,0,500,N,5.01236052,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720150000,123084,-154.8291146,19.49929026,N,AGRICULTURAL
9093,314071016,314071016,14071016,other,other,3,129000,0,0,0,500,N,2.99846935,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140710160000,123085,-154.8219644,19.49519156,N,AGRICULTURAL
9094,314071015,314071015,14071015,other,other,12.78,38300,0,0,0,500,N,13.09912709,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140710150000,123086,-154.8228251,19.4971147,N,AGRICULTURAL
9095,314072025,314072025,14072025,other,other,1.297,57300,0,155100,82500,500,Y,1.31490244,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720250000,123087,-154.830236,19.4926734,Y,HOMEOWNER
9096,314072038,314072038,14072038,other,other,1.153,51800,0,141100,78600,500,Y,1.17924351,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720380000,123088,-154.8301807,19.49215055,Y,HOMEOWNER
9097,314072042,314072042,14072042,other,other,1.343,46900,0,11700,0,500,N,1.35838303,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720420000,123089,-154.8309876,19.49265529,N,AGRICULTURAL
9098,314073013,314073013,14073013,other,other,5.087,171800,0,0,0,500,N,5.06439169,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730130000,123090,-154.8263977,19.50211088,N,AGRICULTURAL
9099,314073014,314073014,14073014,other,other,5.085,171700,0,0,0,500,N,5.14361283,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730140000,123091,-154.8249404,19.50268327,N,AGRICULTURAL
9100,314073015,314073015,14073015,other,other,5.085,80200,73700,90400,90400,500,Y,5.20675302,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730150000,123092,-154.8234586,19.50356998,Y,HOMEOWNER
9101,314027013,314027013,14027013,other,other,0.5987,528800,0,46300,0,100,N,0.59873056,1421-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140270130000,123093,-154.819055,19.49628413,Y,RESIDENTIAL
9102,314027014,314027014,14027014,other,other,0.5686,502100,0,0,0,100,N,0.56341175,1421-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140270140000,123094,-154.8189317,19.49612656,Y,RESIDENTIAL
9103,314027015,314027015,14027015,other,other,0.4583,125900,0,94700,84100,100,Y,0.4612933,1421-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140270150000,123095,-154.8188841,19.49588789,Y,HOMEOWNER
9104,314072040,314072040,14072040,other,other,1.002,50500,50500,5500,5500,500,Y,1.00783239,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720400000,123096,-154.8327786,19.49715859,N,HOMEOWNER
9105,314070009,314070009,14070009,other,other,0.1837,65500,0,54300,0,100,N,0.18888861,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700090000,123097,-154.8203859,19.49368408,Y,RESIDENTIAL
9106,314070010,314070010,14070010,other,other,0.1837,65500,0,33600,0,100,N,0.18418594,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700100000,123098,-154.8202052,19.49363201,Y,RESIDENTIAL
9107,314070011,314070011,14070011,other,other,0.1837,65500,0,399000,0,100,N,0.18949784,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700110000,123099,-154.8200241,19.49357988,Y,RESIDENTIAL
9108,314070012,314070012,14070012,other,other,0.1837,65500,0,0,0,100,N,0.18270315,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700120000,123100,-154.8198439,19.49352602,N,RESIDENTIAL
9109,314070013,314070013,14070013,other,other,0.1837,65500,0,152200,0,100,N,0.18254119,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700130000,123101,-154.819947,19.49320351,Y,RESIDENTIAL
9110,314070014,314070014,14070014,other,other,0.1837,65500,0,301100,0,100,N,0.18722411,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700140000,123102,-154.8201285,19.49325419,Y,RESIDENTIAL
9111,314070015,314070015,14070015,other,other,0.1837,65100,31800,76500,76500,100,Y,0.18284829,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700150000,123103,-154.8203097,19.49330575,Y,HOMEOWNER
9112,314070016,314070016,14070016,other,other,0.1837,62000,3400,111300,111300,100,Y,0.18627005,1423C-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140700160000,123104,-154.8204903,19.49335771,Y,HOMEOWNER
9113,314073007,314073007,14073007,other,other,5,170000,0,0,0,500,N,4.97596608,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730070000,123105,-154.8218993,19.50256906,N,AGRICULTURAL
9114,314073008,314073008,14073008,other,other,5,170000,170000,373500,373500,500,N,5.01709207,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730080000,123106,-154.822618,19.50214122,Y,AGRICULTURAL
9115,314073009,314073009,14073009,other,other,5,152400,0,250000,160000,500,Y,4.97956103,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730090000,123107,-154.8233351,19.50171267,Y,HOMEOWNER
9116,314073010,314073010,14073010,other,other,5,107900,0,175000,156600,500,Y,4.97418673,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730100000,123108,-154.8240473,19.50128209,Y,HOMEOWNER
9117,314002093,314002093,14002093,A. Okubo,other,447.11,377000,0,0,0,999,N,441.149465,L1000-4,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140020930000,123109,-154.8464466,19.48720329,N,''
9118,314025018,314025018,14025018,other,other,3.136,100,100,0,0,100,N,3.17998969,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140250180000,123110,-154.8176164,19.50556525,N,RESIDENTIAL
9119,314073033,314073033,14073033,other,other,5.188,82300,0,0,0,500,N,5.27107216,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730330000,123111,-154.8322905,19.50355474,N,AGRICULTURAL
9120,314002095,314002095,14002095,other,other,20.008,150000,0,0,0,500,N,20.041254,1426-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140020950000,123112,-154.8244347,19.49098203,N,AGRICULTURAL
9121,314001001,314001001,14001001,Kapoho Land & Dev.,other,240.76,124000,0,0,0,500,N,237.4946523,L1000-4,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140010010000,123113,-154.8698517,19.4835796,N,AGRICULTURAL
9122,314071020,314071020,14071020,other,other,3,129000,0,263600,0,500,N,3.02823942,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140710200000,123114,-154.8223779,19.49300415,Y,AGRICULTURAL
9123,314091019,314091019,14091019,other,other,10.152,17300,500,46300,46300,500,N,13.57486916,1422-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140910190000,123115,-154.8338665,19.49938151,Y,AGRICULTURAL
9124,314072035,314072035,14072035,other,other,20.335,100,100,0,0,500,N,19.75261414,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140720350000,123116,-154.8274197,19.49553906,N,AGRICULTURAL
9125,314073035,314073035,14073035,other,other,7.817,100,100,0,0,500,N,7.51532331,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140730350000,123117,-154.824723,19.50396086,N,AGRICULTURAL
9126,314091018,314091018,14091018,other,other,257.806,108300,0,10000,0,999,N,262.0287219,L1000-4,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140910180000,123118,-154.8392263,19.50217844,N,''
9127,314067040,314067040,14067040,other,other,10.279,100,100,0,0,100,N,10.19233148,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140670400000,123119,-154.8208064,19.49129099,N,RESIDENTIAL
9128,314002003,314002003,14002003,Kapoho Land & Dev.,other,22.694,154800,0,0,0,100,N,21.70840687,1426-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140020030000,123120,-154.8207696,19.49623302,N,CONSERVATION
9129,314002100,314002100,14002100,Kapoho Land & Dev.,other,27.446,163400,0,0,0,100,N,33.57390902,1426-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140021000000,123121,-154.8186865,19.5099974,N,RESIDENTIAL
9130,315100020,315100020,15100020,other,other,12.471,1200,1200,91900,91900,100,N,12.62064982,1567-1,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=151000200000,123122,-154.9245191,19.52289997,N,RESIDENTIAL
9131,313011084,313011084,13011084,other,other,114.973,100,100,0,0,500,N,124.3736501,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130110840000,129165,-154.9143146,19.46604897,N,AGRICULTURAL
9132,313005037,313005037,13005037,other,other,0.147,100,0,0,0,500,N,0.14516261,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130050370000,129406,-154.9086104,19.44282824,N,AGRICULTURAL
9133,314019014,314019014,14019014,Kapoho Land & Dev.,other,0.51,100,0,0,0,500,N,0.51518972,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140190140000,129615,-154.8680734,19.48923716,N,AGRICULTURAL
9134,312007999,312007999,12007999,other,other,0,0,0,0,0,0,N,86.99279285, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120079990000,129940,-154.9567462,19.39455057,N,''
9135,312009999,312009999,12009999,other,other,0,0,0,0,0,0,N,30.64093819, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120099990000,129946,-154.9284043,19.4045548,N,''
9136,313001999,313001999,13001999,other,other,0,0,0,0,0,0,N,58.46150377, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130019990000,129949,-154.9465583,19.43663589,N,''
9137,312040999,312040999,12040999,other,other,0,0,0,0,0,0,N,25.03904803, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120409990000,129954,-154.9261761,19.41104915,N,''
9138,313003999,313003999,13003999,other,other,0,0,0,0,0,0,N,9.53728376, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130039990000,129955,-154.8891348,19.43563465,N,''
9139,313004999,313004999,13004999,other,other,0,0,0,0,0,0,N,2.36870876, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130049990000,129956,-154.8817342,19.42691709,N,''
9140,313002999,313002999,13002999,other,other,0,0,0,0,0,0,N,26.24927172, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130029990000,129957,-154.909206,19.42192368,N,''
9141,313007999,313007999,13007999,other,other,0,0,0,0,0,0,N,9.57681245, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130079990000,129958,-154.8645534,19.43948712,N,''
9142,313009999,313009999,13009999,other,other,0,0,0,0,0,0,N,11.24301917, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130099990000,129959,-154.9410224,19.47094666,N,''
9143,313025999,313025999,13025999,other,other,0,0,0,0,0,0,N,0.68229062, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130259990000,129960,-154.9408886,19.45689081,N,''
9144,313013999,313013999,13013999,other,other,0,0,0,0,0,0,N,1.35459941, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130139990000,129961,-154.9314971,19.46570517,N,''
9145,313024999,313024999,13024999,other,other,0,0,0,0,0,0,N,1.05804194, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130249990000,129962,-154.9022924,19.46395048,N,''
9146,313032999,313032999,13032999,other,other,0,0,0,0,0,0,N,1.25011121, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130329990000,129963,-154.9049472,19.46412632,N,''
9147,313011999,313011999,13011999,other,other,0,0,0,0,0,0,N,5.19934984, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130119990000,129964,-154.939524,19.46161194,N,''
9148,313033999,313033999,13033999,other,other,0,0,0,0,0,0,N,1.42651733, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130339990000,129965,-154.907633,19.46433547,N,''
9149,313041999,313041999,13041999,other,other,0,0,0,0,0,0,N,1.69074248, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130419990000,129966,-154.9342756,19.46434181,N,''
9150,313005999,313005999,13005999,other,other,0,0,0,0,0,0,N,0.97731503, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130059990000,129967,-154.9136107,19.4431033,N,''
9151,313016999,313016999,13016999,other,other,0,0,0,0,0,0,N,1.1598074, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130169990000,129968,-154.9234028,19.46552776,N,''
9152,313046999,313046999,13046999,other,other,0,0,0,0,0,0,N,8.5746508, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130469990000,129969,-154.8864927,19.47300555,N,''
9153,313017999,313017999,13017999,other,other,0,0,0,0,0,0,N,1.13734393, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130179990000,129970,-154.920789,19.46533248,N,''
9154,313040999,313040999,13040999,other,other,0,0,0,0,0,0,N,5.09264756, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130409990000,129971,-154.927539,19.46327212,N,''
9155,313018999,313018999,13018999,other,other,0,0,0,0,0,0,N,0.89787114, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130189990000,129972,-154.9181343,19.46512075,N,''
9156,313008999,313008999,13008999,other,other,0,0,0,0,0,0,N,36.52623128, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130089990000,129973,-154.8632901,19.4647149,N,''
9157,313034999,313034999,13034999,other,other,0,0,0,0,0,0,N,1.32197536, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130349990000,129974,-154.9103288,19.46453142,N,''
9158,313019999,313019999,13019999,other,other,0,0,0,0,0,0,N,1.9814195, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130199990000,129975,-154.914039,19.46481165,N,''
9159,314009999,314009999,14009999,other,other,0,0,0,0,0,0,N,5.42474895, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140099990000,129976,-154.8971231,19.47701057,N,''
9160,314093999,314093999,14093999,other,other,0,0,0,0,0,0,N,8.64177715, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140939990000,129977,-154.8387893,19.4631782,N,''
9161,315117999,315117999,15117999,other,other,0,0,0,0,0,0,N,2.0215463, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=151179990000,130003,-154.9537625,19.49822067,N,''
9162,315013999,315013999,15013999,other,other,0,0,0,0,0,0,N,0.97033914, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150139990000,130004,-154.9538972,19.49640273,N,''
9163,315116999,315116999,15116999,other,other,0,0,0,0,0,0,N,27.49265085, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=151169990000,130005,-154.9477041,19.51071105,N,''
9164,315007999,315007999,15007999,other,other,0,0,0,0,0,0,N,16.04013006, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150079990000,130006,-154.9571535,19.50622903,N,''
9165,315115999,315115999,15115999,other,other,0,0,0,0,0,0,N,3.1573962, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=151159990000,130008,-154.9324996,19.48695837,N,''
9166,315004999,315004999,15004999,other,other,0,0,0,0,0,0,N,8.8161929, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150049990000,130009,-154.9335858,19.49264415,N,''
9167,315114999,315114999,15114999,other,other,0,0,0,0,0,0,N,4.03172082, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=151149990000,130010,-154.9443623,19.49215527,N,''
9168,314034999,314034999,14034999,other,other,0,0,0,0,0,0,N,3.59340469, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140349990000,130011,-154.925004,19.48613557,N,''
9169,315003999,315003999,15003999,other,other,0,0,0,0,0,0,N,18.6642789, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150039990000,130012,-154.9376522,19.49023613,N,''
9170,314054999,314054999,14054999,other,other,0,0,0,0,0,0,N,2.07941937, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140549990000,130013,-154.9230486,19.49193317,N,''
9171,314001999,314001999,14001999,other,other,0,0,0,0,0,0,N,13.11575631, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140019990000,130014,-154.8912421,19.4857659,N,''
9172,314090999,314090999,14090999,other,other,0,0,0,0,0,0,N,0.37224006, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140909990000,130015,-154.8999381,19.47857396,N,''
9173,315014999,315014999,15014999,other,other,0,0,0,0,0,0,N,1.11647875, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150149990000,130016,-154.9513623,19.49734518,N,''
9174,315005999,315005999,15005999,other,other,0,0,0,0,0,0,N,6.70896492, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150059990000,130017,-154.9408023,19.49940083,N,''
9175,315006999,315006999,15006999,other,other,0,0,0,0,0,0,N,9.63881804, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150069990000,130018,-154.9459395,19.49964663,N,''
9176,314053999,314053999,14053999,other,other,0,0,0,0,0,0,N,2.20705515, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140539990000,130019,-154.9175538,19.49559465,N,''
9177,314055999,314055999,14055999,other,other,0,0,0,0,0,0,N,2.10424894, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140559990000,130020,-154.9213088,19.49418059,N,''
9178,315011999,315011999,15011999,other,other,0,0,0,0,0,0,N,1.45738874, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150119990000,130021,-154.9479056,19.49532593,N,''
9179,314045999,314045999,14045999,other,other,0,0,0,0,0,0,N,1.33583205, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140459990000,130022,-154.907617,19.49376916,N,''
9180,314063999,314063999,14063999,other,other,0,0,0,0,0,0,N,1.91771177, ,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=140639990000,130023,-154.9058341,19.50312072,N,''
