OBJECTID,tmk,tmk_txt,cty_tmk,majorowner,bigstowner,taxacres,landvalue,landexempt,bldgvalue,bldgexempt,pittcode,homeowner,gisacres,nhoodcode,qpub_link,ORIG_FID,x,y,lost,property_class
1,313009026,313009026,13009026,other,other,105.11,25800,0,0,0,500,N,112.9135289,L1000-3,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130090260000,29605,-154.9527845,19.46249794,N,AGRICULTURAL
2,313003045,313003045,13003045,other,other,3.9836,116900,0,77300,0,500,N,3.57410521,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030450000,29632,-154.8785304,19.43033978,N,AGRICULTURAL
3,313004001,313004001,13004001,other,other,10.95,175200,0,0,0,600,N,9.18068929,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040010000,29633,-154.8792241,19.426722,N,CONSERVATION
4,313004003,313004003,13004003,other,other,0.11,100,100,0,0,600,N,0.10935302,1100,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040030000,29634,-154.8802611,19.42673747,N,CONSERVATION
5,313007001,313007001,13007001,Govt. State,Govt. State,8.8,239000,239000,0,0,600,N,7.89881837,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070010000,29635,-154.8702191,19.43534458,N,CONSERVATION
6,313007002,313007002,13007002,Govt. County of Hawaii,Govt. County,5.28,152300,152300,0,0,600,N,5.4035064,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070020000,29636,-154.870132,19.43549888,N,''
7,313003044,313003044,13003044,other,other,4.02,12600,0,8100,0,500,N,4.18012587,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030440000,29637,-154.8789508,19.43005334,N,AGRICULTURAL
8,313003005,313003005,13003005,Kamehameha Schools,Kamehameha Schools,9.8,131800,0,0,0,600,N,12.54169779,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030050000,29638,-154.8737166,19.43229488,N,CONSERVATION
9,313003003,313003003,13003003,other,other,4.99,181400,0,60500,0,600,N,4.1714653,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030030000,29639,-154.8773017,19.42886853,N,CONSERVATION
10,313007005,313007005,13007005,other,other,5,145400,0,0,0,600,N,5.86816041,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070050000,29640,-154.8677494,19.43660225,N,CONSERVATION
11,313007003,313007003,13007003,Govt. County of Hawaii,Govt. County,0.82,42300,42300,0,0,600,N,0.54877967,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070030000,29641,-154.870727,19.43599958,N,CONSERVATION
12,313007004,313007004,13007004,other,other,0.57,36200,0,0,0,600,N,0.49998805,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070040000,29642,-154.8682966,19.4374518,N,CONSERVATION
13,313003039,313003039,13003039,other,other,5.011,182000,0,4200,0,600,N,6.40740864,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030390000,29643,-154.8781277,19.42767362,N,CONSERVATION
14,313028037,313028037,13028037,other,other,1,18000,0,0,0,500,N,1.02521115,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280370000,29644,-154.8983612,19.46411429,N,AGRICULTURAL
15,313028038,313028038,13028038,other,other,1.001,16600,0,114300,66200,500,Y,1.01225423,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280380000,29645,-154.8985272,19.46388434,Y,HOMEOWNER
16,313028039,313028039,13028039,other,other,1.091,18300,0,0,0,500,N,1.12192713,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280390000,29646,-154.8986979,19.46363779,N,AGRICULTURAL
17,313028040,313028040,13028040,other,other,1.163,18600,0,0,0,500,N,1.17100737,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280400000,29647,-154.8989096,19.46340327,N,AGRICULTURAL
18,313028041,313028041,13028041,other,other,1.264,19000,0,0,0,500,N,1.28001046,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280410000,29648,-154.8991382,19.4631833,N,AGRICULTURAL
19,313028042,313028042,13028042,other,other,1.399,19400,0,0,0,500,N,1.41200381,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280420000,29649,-154.8993764,19.46297173,N,AGRICULTURAL
20,313028043,313028043,13028043,other,other,1.364,19300,0,0,0,500,N,1.39238221,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280430000,29650,-154.8996269,19.46283229,N,AGRICULTURAL
21,313028044,313028044,13028044,other,other,1.003,18000,0,0,0,500,N,1.02200248,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280440000,29651,-154.8991199,19.46162475,N,AGRICULTURAL
22,313028045,313028045,13028045,other,other,1,18000,0,0,0,500,N,1.0071881,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280450000,29652,-154.8993791,19.46134267,N,AGRICULTURAL
23,313028046,313028046,13028046,other,other,1,16600,0,158200,115000,500,Y,1.02017613,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280460000,29653,-154.899658,19.46101343,N,HOMEOWNER
24,313032079,313032079,13032079,other,other,1,2800,0,69600,54500,500,N,1.00829122,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130320790000,29654,-154.9048098,19.47408555,Y,AGRICULTURAL
25,313034039,313034039,13034039,other,other,1,18000,0,0,0,500,N,0.99638555,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340390000,29655,-154.9093384,19.46829463,N,AGRICULTURAL
26,313034040,313034040,13034040,other,other,1,18000,0,0,0,500,N,1.00427849,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340400000,29656,-154.9093573,19.4680227,N,AGRICULTURAL
27,313034041,313034041,13034041,other,other,1,18000,0,0,0,500,N,1.04197435,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340410000,29657,-154.9093843,19.46774454,N,AGRICULTURAL
28,313034042,313034042,13034042,other,other,1,18000,0,0,0,500,N,1.00279769,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340420000,29658,-154.9094065,19.46746687,N,AGRICULTURAL
29,313034043,313034043,13034043,other,other,1,18000,0,0,0,500,N,1.01501613,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340430000,29659,-154.9094308,19.46719328,N,AGRICULTURAL
30,313034044,313034044,13034044,other,other,1,18000,0,0,0,500,N,1.03177499,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340440000,29660,-154.9094512,19.46691546,N,AGRICULTURAL
31,313027038,313027038,13027038,other,other,1,25000,0,251000,0,500,N,0.99983691,1321D-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130270380000,29661,-154.9067119,19.45458048,N,AFFORDABLE RENTAL
32,313037004,313037004,13037004,other,other,1,15000,0,0,0,500,N,1.02490528,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370040000,29662,-154.9167668,19.47497253,N,AGRICULTURAL
33,313013027,313013027,13013027,other,other,1,18000,0,123100,0,500,N,1.01783638,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130270000,29663,-154.9313428,19.45869594,N,AGRICULTURAL
34,313013028,313013028,13013028,other,other,1,18000,0,0,0,500,N,1.0173423,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130280000,29664,-154.9313637,19.45841984,N,AGRICULTURAL
35,313013029,313013029,13013029,other,other,1,18000,0,219500,87500,500,Y,1.01550378,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130290000,29665,-154.9313869,19.45814417,N,HOMEOWNER
36,313013030,313013030,13013030,other,other,1,18000,0,0,0,500,N,0.99953534,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130300000,29666,-154.9314056,19.45787064,N,AGRICULTURAL
37,313013031,313013031,13013031,other,other,1,18000,0,284900,0,500,N,1.02627854,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130310000,29667,-154.9311247,19.45743708,N,AGRICULTURAL
38,313013032,313013032,13013032,other,other,1,18000,18000,133900,133900,500,Y,1.01002052,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130320000,29668,-154.9317606,19.4574813,N,AGRICULTURAL
39,313013033,313013033,13013033,other,other,1,13600,13600,67900,67900,500,Y,1.02078507,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130330000,29669,-154.9323933,19.45752479,N,HOMEOWNER
40,313013034,313013034,13013034,other,other,1,18000,0,7700,0,500,N,1.00804596,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130340000,29670,-154.9330239,19.45756902,N,AGRICULTURAL
41,313013035,313013035,13013035,other,other,1,18000,0,0,0,500,N,0.97717341,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130350000,29671,-154.932672,19.45795775,N,AGRICULTURAL
42,313013036,313013036,13013036,other,other,1,18000,0,27300,0,500,N,1.01889627,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130360000,29672,-154.9326531,19.458231,N,AGRICULTURAL
43,313013037,313013037,13013037,other,other,1,18000,0,0,0,500,N,1.00584029,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130130370000,29673,-154.9326297,19.45850795,N,AGRICULTURAL
44,313036066,313036066,13036066,other,other,1,15000,0,289300,0,500,N,1.01102756,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360660000,29674,-154.9157338,19.47070947,N,AGRICULTURAL
45,313036067,313036067,13036067,other,other,1,15000,0,0,0,500,N,1.00224267,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360670000,29675,-154.9157109,19.47098506,N,AGRICULTURAL
46,313036068,313036068,13036068,other,other,1,13900,0,164900,115800,500,Y,1.01898643,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360680000,29676,-154.9156884,19.47126197,N,HOMEOWNER
47,313036069,313036069,13036069,other,other,1,15000,0,0,0,500,N,1.02628531,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360690000,29677,-154.9156644,19.47154228,N,AGRICULTURAL
48,313033070,313033070,13033070,other,other,1,18000,0,0,0,500,N,1.01433016,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130330700000,29678,-154.9077753,19.47039412,N,AGRICULTURAL
49,313033071,313033071,13033071,other,other,1,18000,0,0,0,500,N,1.00307061,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130330710000,29679,-154.9077502,19.47066999,N,AGRICULTURAL
50,313014003,313014003,13014003,other,other,1,18000,0,0,0,500,N,1.01142517,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130140030000,29680,-154.9281571,19.46511833,N,AGRICULTURAL
51,313041043,313041043,13041043,other,other,1,18000,0,190300,121700,500,Y,1.01045775,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130410430000,29681,-154.9339031,19.46651973,N,HOMEOWNER
52,313041044,313041044,13041044,other,other,1,15700,0,108100,104800,500,Y,1.01099544,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130410440000,29682,-154.9336474,19.46665119,N,HOMEOWNER
53,313036070,313036070,13036070,other,other,1,15000,0,0,0,500,N,1.00179344,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360700000,29683,-154.91564,19.47181983,N,AGRICULTURAL
54,313036071,313036071,13036071,other,other,1,15000,0,0,0,500,N,1.02037695,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360710000,29684,-154.9156176,19.47209644,N,AGRICULTURAL
55,313017028,313017028,13017028,other,other,1,13900,13900,100600,100600,500,Y,1.01423424,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170280000,29685,-154.9208486,19.4576019,N,HOMEOWNER
56,313017029,313017029,13017029,other,other,1,13900,0,113100,65400,500,Y,1.01920929,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170290000,29686,-154.9208753,19.4573237,N,HOMEOWNER
57,313017030,313017030,13017030,other,other,1,15000,0,0,0,500,N,0.98488477,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170300000,29687,-154.9208992,19.4570494,N,AGRICULTURAL
58,313017031,313017031,13017031,other,other,1,15000,0,0,0,500,N,0.99827933,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170310000,29688,-154.9206168,19.45661611,N,AGRICULTURAL
59,313017032,313017032,13017032,other,other,1,15000,0,0,0,500,N,1.01434019,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170320000,29689,-154.9212468,19.45666209,N,AGRICULTURAL
60,313017033,313017033,13017033,other,other,1,15000,0,230000,0,500,N,1.00168658,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170330000,29690,-154.9218774,19.4567086,N,AGRICULTURAL
61,313017034,313017034,13017034,other,other,1,15000,0,0,0,500,N,1.01638167,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170340000,29691,-154.9225082,19.45675529,N,AGRICULTURAL
62,313017035,313017035,13017035,other,other,3,21000,0,341600,172500,500,Y,3.01772992,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170350000,29692,-154.922135,19.45741964,N,HOMEOWNER
63,313028004,313028004,13028004,other,other,1,18000,0,0,0,500,N,1.01904202,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280040000,29693,-154.8923875,19.47133573,N,AGRICULTURAL
64,313028005,313028005,13028005,other,other,1,18000,0,132900,0,500,N,0.99318422,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280050000,29694,-154.8925674,19.4711189,Y,AGRICULTURAL
65,313028006,313028006,13028006,other,other,1,18000,0,0,0,500,N,1.02107903,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280060000,29695,-154.8927444,19.47089943,N,AGRICULTURAL
66,313028007,313028007,13028007,other,other,1,18000,0,0,0,500,N,1.0024358,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280070000,29696,-154.8929288,19.47068384,N,AGRICULTURAL
67,313028008,313028008,13028008,other,other,1,18000,0,0,0,500,N,1.02585178,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280080000,29697,-154.8931065,19.47046234,N,AGRICULTURAL
68,313012032,313012032,13012032,other,other,1,15700,15700,106000,106000,500,Y,1.02304503,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120320000,29698,-154.9352544,19.45897909,N,HOMEOWNER
69,313012033,313012033,13012033,other,other,1,18000,0,178600,119300,500,Y,1.03532535,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120330000,29699,-154.9352307,19.45925931,N,AGRICULTURAL
70,313036030,313036030,13036030,other,other,1,15000,0,0,0,500,N,1.0081808,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360300000,29700,-154.9145798,19.46921914,N,AGRICULTURAL
71,313036031,313036031,13036031,other,other,1,15000,0,223400,87700,500,Y,1.0282115,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360310000,29701,-154.9146024,19.46894288,N,HOMEOWNER
72,313036032,313036032,13036032,other,other,1,15000,0,0,0,500,N,1.03242566,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360320000,29702,-154.9146258,19.4686634,N,AGRICULTURAL
73,313011064,313011064,13011064,other,other,1,20700,0,0,0,500,N,1.01714857,1321A-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130110640000,29703,-154.9405613,19.46155009,N,AGRICULTURAL
74,313043035,313043035,13043035,other,other,1,15000,0,0,0,500,N,1.01711419,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430350000,29704,-154.9193924,19.47550709,N,AGRICULTURAL
75,313043036,313043036,13043036,other,other,1,14200,14200,70700,70700,500,Y,0.9988815,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430360000,29705,-154.9196481,19.47537345,N,HOMEOWNER
76,313043037,313043037,13043037,other,other,1,15000,0,0,0,500,N,1.00499606,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430370000,29706,-154.9199029,19.47524188,N,AGRICULTURAL
77,313043038,313043038,13043038,other,other,1,15000,0,0,0,500,N,1.01581088,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430380000,29707,-154.9201602,19.47510985,N,AGRICULTURAL
78,313043039,313043039,13043039,other,other,1,15000,0,0,0,500,N,1.01241569,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430390000,29708,-154.9204176,19.47497598,N,AGRICULTURAL
79,313043040,313043040,13043040,other,other,1,15000,0,271900,0,500,N,1.00963558,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430400000,29709,-154.9206747,19.47484347,N,HOMEOWNER
80,313043042,313043042,13043042,other,other,2,24000,0,186800,0,500,N,2.02386236,1.32E-02,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130430420000,29710,-154.9210609,19.47464571,N,AGRICULTURAL
81,313033072,313033072,13033072,other,other,1,18000,0,0,0,500,N,0.9964779,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130330720000,29711,-154.9077249,19.47094422,N,AGRICULTURAL
82,313017044,313017044,13017044,other,other,1,15000,0,0,0,500,N,1.01930754,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170440000,29712,-154.9219454,19.45962948,N,AGRICULTURAL
83,313017045,313017045,13017045,other,other,1,15000,0,0,0,500,N,1.00863946,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170450000,29713,-154.9219218,19.4599058,N,AGRICULTURAL
84,313017046,313017046,13017046,other,other,1,15000,0,0,0,500,N,1.01212799,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170460000,29714,-154.9218953,19.46018091,N,AGRICULTURAL
85,313036015,313036015,13036015,other,other,1,15000,0,0,0,500,N,1.01413219,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360150000,29715,-154.9142363,19.47338299,N,AGRICULTURAL
86,313045018,313045018,13045018,other,other,1,22500,0,2700,0,500,N,1.00238762,1322-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130450180000,29716,-154.8933916,19.4664832,N,AGRICULTURAL
87,313005017,313005017,13005017,other,other,6,102000,0,4500,0,500,N,5.05656103,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130050170000,29717,-154.9137112,19.44374951,N,AGRICULTURAL
88,313027054,313027054,13027054,other,other,1,25000,0,198000,144600,500,Y,1.00194964,1321D-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130270540000,29718,-154.9113536,19.45493329,N,HOMEOWNER
89,313027055,313027055,13027055,other,other,1,25000,0,0,0,500,N,1.00184112,1321D-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130270550000,29719,-154.9116431,19.45495406,N,AGRICULTURAL
90,313027056,313027056,13027056,other,other,1,25000,0,115100,108000,500,Y,0.99908223,1321D-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130270560000,29720,-154.9120992,19.45468868,N,HOMEOWNER
91,313027057,313027057,13027057,other,other,1,25000,0,0,0,500,N,1.00338778,1321D-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130270570000,29721,-154.9120548,19.45528562,N,AGRICULTURAL
92,313028001,313028001,13028001,other,other,1.044,18200,0,0,0,500,N,1.05127908,1321A-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280010000,29722,-154.8915941,19.47171598,N,AGRICULTURAL
93,313028002,313028002,13028002,other,other,1.103,18400,0,0,0,500,N,1.11566514,1321A-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280020000,29723,-154.8921541,19.47200584,N,AGRICULTURAL
94,313028003,313028003,13028003,other,other,1.006,18000,0,0,0,500,N,1.01177738,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280030000,29724,-154.8922102,19.471557,N,AGRICULTURAL
95,313029028,313029028,13029028,other,other,1,18000,0,0,0,500,N,1.00240422,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130290280000,29725,-154.8969921,19.4714455,N,AGRICULTURAL
96,313017022,313017022,13017022,other,other,1,15000,0,0,0,500,N,1.00513622,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170220000,29726,-154.9207067,19.4592624,N,AGRICULTURAL
97,313017023,313017023,13017023,other,other,1,13900,0,79600,58700,500,Y,1.025436,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170230000,29727,-154.9207309,19.45898404,N,HOMEOWNER
98,313041052,313041052,13041052,other,other,1,18000,0,267900,157200,500,Y,1.00339149,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130410520000,29728,-154.9316142,19.46770545,N,HOMEOWNER
99,313041053,313041053,13041053,other,other,1,18000,0,0,0,500,N,1.01247309,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130410530000,29729,-154.9313593,19.46783639,N,AGRICULTURAL
100,313045020,313045020,13045020,other,other,1,22500,0,0,0,500,N,1.0247428,1322-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130450200000,29730,-154.8929643,19.46700492,N,AGRICULTURAL
101,313022044,313022044,13022044,other,other,1,18000,0,0,0,500,N,1.01170926,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130220440000,29731,-154.9087824,19.45864472,N,AGRICULTURAL
102,313021063,313021063,13021063,other,other,1,15300,0,72700,0,500,N,1.00380623,1321A-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130210630000,29732,-154.9106336,19.46418924,N,AGRICULTURAL
103,313021048,313021048,13021048,other,other,1,18000,0,0,0,500,N,1.0308405,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130210480000,29733,-154.9113227,19.45993873,N,AGRICULTURAL
104,313017041,313017041,13017041,other,other,1,15000,0,0,0,500,N,0.99648798,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170410000,29734,-154.9220159,19.45880052,N,AGRICULTURAL
105,313017042,313017042,13017042,other,other,1,15000,0,175900,0,500,N,1.02812652,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170420000,29735,-154.9219918,19.45907641,N,AGRICULTURAL
106,313017043,313017043,13017043,other,other,1,15000,0,143400,71700,500,Y,1.00523059,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130170430000,29736,-154.9219677,19.45935353,N,AGRICULTURAL
107,313019016,313019016,13019016,other,other,1,15000,0,0,0,500,N,1.02027633,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190160000,29737,-154.9152878,19.46055258,N,AGRICULTURAL
108,313034062,313034062,13034062,other,other,1,16600,0,186600,130600,500,Y,1.0100472,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130340620000,29738,-154.9106962,19.46728446,N,HOMEOWNER
109,313011074,313011074,13011074,other,other,1.063,18200,0,0,0,500,N,1.0758707,1321A-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130110740000,29739,-154.9387313,19.46253913,N,AGRICULTURAL
110,313012027,313012027,13012027,other,other,1,18000,0,0,0,500,N,0.95360542,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120270000,29740,-154.935019,19.45771344,N,AGRICULTURAL
111,313012028,313012028,13012028,other,other,1,13400,13400,51600,51600,500,Y,1.07673453,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120280000,29741,-154.9356528,19.45775701,N,HOMEOWNER
112,313012029,313012029,13012029,other,other,1,18000,0,0,0,500,N,1.01744358,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120290000,29742,-154.9353223,19.45815135,N,AGRICULTURAL
113,313012030,313012030,13012030,other,other,1,13900,400,103000,103000,500,Y,1.0012183,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120300000,29743,-154.9353001,19.45842611,N,HOMEOWNER
114,313012031,313012031,13012031,other,other,1,18000,0,42300,0,500,N,1.01903017,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120310000,29744,-154.9352767,19.45870104,N,AGRICULTURAL
115,313030054,313030054,13030054,other,other,1,18000,0,0,0,500,N,1.00347836,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300540000,29745,-154.8997709,19.47064418,N,AGRICULTURAL
